ClientID,NomClient,Sexe,Age,TrancheAge,Ville,Region,DateInscription,AncienneteJours,AncienneteAnnees,ClientType,TransactionID,DateVente,Annee,Mois,MoisNum,Trimestre,YearMonth,JourSemaine,EstWeekend,EstJourFerie,CategorieProduit,SousCategorie,Produit,Montant,Quantite,Remise,MontantRemise,MontantFinal,CoutAcquisition,Marge,ModePaiement,CanalVente,Recency,Frequency,Monetary,ScoreR,ScoreF,ScoreM,ScoreRFM,SegmentRFM,SegmentDetail,ActionRecommandee,Satisfaction,NPS,Commentaire,Campagne,CodePromo,PointsFidelite
CLT00600,"Eya Kchaou",F,24,18-25,Gafsa,Sud,2023-02-07,454,1.2,Régulier,TRX00002646,2024-05-06,2024,Mai,5,Q2,2024-05,Lundi,Non,Non,Électronique,TV,"TV 77",10702.84,1,0%,0,10702.84,1605.426,2675.71,"Carte Bancaire","Application mobile",605,5,56930,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,9,"Prix élevé",,,1070
CLT01632,"Chokri Ben Ali",M,35,35-45,Tozeur,Sud,2023-09-02,246,0.7,Régulier,TRX00002647,2024-05-05,2024,Mai,5,Q2,2024-05,Dimanche,Oui,Non,Maison,Cuisine,"Cuisine 17",11616.54,3,0%,0,11616.54,1742.481,2904.135,Virement,"Magasin physique",606,8,87672,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,3,"Prix élevé",Nouvel_An,,1162
CLT03467,"Marwa Rezgui",F,71,65+,Béja,Nord,2020-04-18,1388,3.8,Fidèle,TRX00002648,2024-02-05,2024,Février,2,Q1,2024-02,Lundi,Non,Non,Jouets,Puzzle,"Puzzle 26",19364.19,2,0%,0,19364.19,2904.629,4841.048,D17,"Application mobile",696,8,120088,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,6,,Nouvel_An,,1936
CLT01520,"Henda Zghal",F,72,65+,"Ben Arous","Grand Tunis",2023-11-24,152,0.4,Fidèle,TRX00002649,2024-04-24,2024,Avril,4,Q2,2024-04,Mercredi,Non,Non,Beauté,Parfum,"Parfum 95",19744.2,4,0%,0,19744.2,2961.63,4936.05,"Carte Bancaire","Magasin physique",617,14,219380,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",10,"Excellent service",Ramadan,,1974
CLT03774,"Salma Bouaziz",F,62,55-65,Monastir,Centre,2022-09-05,240,0.7,Fidèle,TRX00002650,2023-05-03,2023,Mai,5,Q2,2023-05,Mercredi,Non,Non,Alimentation,Poisson,"Poisson 42",14140.26,5,20%,2828.052,11312.208,1696.831,2828.052,D17,"Réseaux sociaux",974,19,263397,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",3,"Livraison rapide",,,1131
CLT04557,"Lotfi Gueddana",M,56,55-65,"Le Kef",Nord,2022-09-04,284,0.8,Régulier,TRX00002651,2023-06-15,2023,Juin,6,Q2,2023-06,Jeudi,Non,Non,Sport,Football,"Football 93",10594.8,2,0%,0,10594.8,1589.22,2648.7,Espèces,"Magasin physique",931,5,58860,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",10,,Nouvel_An,,1059
CLT03715,"Karim Oueslati",M,53,45-55,Bizerte,Nord,2023-02-14,409,1.1,Régulier,TRX00002652,2024-03-29,2024,Mars,3,Q1,2024-03,Vendredi,Non,Non,Livres,Professionnel,"Professionnel 77",14338.8,4,0%,0,14338.8,2150.82,3584.7,Virement,"Site web",643,5,59745,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,4,"Prix élevé",Ramadan,,1434
CLT04982,"Jamel Sassi",M,57,55-65,Manouba,"Grand Tunis",2023-01-24,223,0.6,Fidèle,TRX00002653,2023-09-04,2023,Septembre,9,Q3,2023-09,Lundi,Non,Non,Beauté,Maquillage,"Maquillage 17",14941.8,5,11%,1643.598,13298.202,1994.73,3324.551,"Paiement à la livraison","Réseaux sociaux",850,19,315438,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,0,,,,1330
CLT02056,"Ahmed Ben Salem",M,20,18-25,Jendouba,Nord,2022-05-04,430,1.2,Fidèle,TRX00002654,2023-07-08,2023,Juillet,7,Q3,2023-07,Samedi,Oui,Non,Livres,Religion,"Religion 46",6226.9,3,12%,747.228,5479.672,821.951,1369.918,D17,Téléphone,908,17,145010,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,0,"Attente longue",Ramadan,,548
CLT03814,"Ali Masmoudi",M,45,45-55,Kebili,Sud,2021-01-24,1082,3,Régulier,TRX00002655,2024-01-11,2024,Janvier,1,Q1,2024-01,Jeudi,Non,Non,Sport,Fitness,"Fitness 65",3887.1,5,0%,0,3887.1,583.065,971.775,Virement,"Magasin physique",721,8,44424,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,0,,Back_to_school,,389
CLT03557,"Omar Gueddana",M,47,45-55,"Le Kef",Nord,2023-05-03,659,1.8,Fidèle,TRX00002656,2025-02-20,2025,Février,2,Q1,2025-02,Jeudi,Non,Non,Maison,Literie,"Literie 35",10833.9,4,0%,0,10833.9,1625.085,2708.475,"Paiement à la livraison","Application mobile",315,8,123816,2,2,5,225,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,7,,Fête_des_mères,,1083
CLT00039,"Ali Gueddana",M,38,35-45,Bizerte,Nord,2023-05-24,22,0.1,Occasionnel,TRX00002657,2023-06-15,2023,Juin,6,Q2,2023-06,Jeudi,Non,Non,Électronique,TV,"TV 24",2869.97,1,0%,0,2869.97,430.496,717.493,Espèces,"Réseaux sociaux",931,1,2633,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,1,,,,287
CLT00081,"Khadija Ben Salem",F,37,35-45,Manouba,"Grand Tunis",2020-06-09,1210,3.3,VIP,TRX00002658,2023-10-02,2023,Octobre,10,Q4,2023-10,Lundi,Non,Non,Électronique,TV,"TV 67",26794.23,3,0%,0,26794.23,4019.135,6698.558,Espèces,"Réseaux sociaux",822,36,1037196,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,1,"Attente longue",Back_to_school,PROMO44,2679
CLT00823,"Jamel Jebali",M,38,35-45,"Sidi Bouzid",Centre,2021-08-21,352,1,Régulier,TRX00002659,2022-08-08,2022,Août,8,Q3,2022-08,Lundi,Non,Non,Électronique,Laptop,"Laptop 99",7839.92,2,0%,0,7839.92,1175.988,1959.98,D17,"Magasin physique",1242,9,80181,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",4,"Attente longue",Back_to_school,,784
CLT02663,"Rim Chaari",F,69,65+,Manouba,"Grand Tunis",2021-10-14,1487,4.1,Occasionnel,TRX00002660,2025-11-09,2025,Novembre,11,Q4,2025-11,Dimanche,Oui,Non,Sport,Tennis,"Tennis 87",5457.1,2,0%,0,5457.1,818.565,1364.275,"Carte Bancaire","Réseaux sociaux",53,1,4510,5,1,1,511,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Neutre,1,"Produit conforme",Nouvel_An,,546
CLT03222,"Sami Hammami",M,27,25-35,Jendouba,Nord,2022-04-18,814,2.2,Occasionnel,TRX00002661,2024-07-10,2024,Juillet,7,Q3,2024-07,Mercredi,Non,Non,Sport,Vélos,"Vélos 28",2302.56,3,0%,0,2302.56,345.384,575.64,Espèces,Téléphone,540,2,4428,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",3,"Attente longue",Black_Friday,,230
CLT03609,"Rawdha Kchaou",F,25,25-35,Mahdia,Centre,2021-03-15,1478,4,Occasionnel,TRX00002662,2025-04-01,2025,Avril,4,Q2,2025-04,Mardi,Non,Non,Vêtements,Femme,"Femme 88",3749.51,1,22%,824.892,2924.618,438.693,731.155,Espèces,"Réseaux sociaux",275,2,10562,2,1,2,212,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,3,,Soldes_été,,292
CLT02084,"Mohamed Mejri",M,53,45-55,Kasserine,Centre,2021-10-01,1306,3.6,Fidèle,TRX00002663,2025-04-29,2025,Avril,4,Q2,2025-04,Mardi,Non,Non,Jouets,Puzzle,"Puzzle 9",29334.46,1,0%,0,29334.46,4400.169,7333.615,"Carte Bancaire","Réseaux sociaux",247,12,277176,3,3,5,335,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Satisfait,2,"Attente longue",Black_Friday,PROMO27,2933
CLT04309,"Ines Jebali",F,67,65+,Tunis,"Grand Tunis",2021-10-29,662,1.8,Fidèle,TRX00002664,2023-08-22,2023,Août,8,Q3,2023-08,Mardi,Non,Non,Livres,Enfant,"Enfant 43",30708.45,4,0%,0,30708.45,4606.268,7677.113,"Carte Bancaire","Magasin physique",863,20,476100,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,8,"Prix élevé",Back_to_school,,3071
CLT01921,"Amel Kchaou",F,66,65+,Gafsa,Sud,2020-04-10,838,2.3,Régulier,TRX00002665,2022-07-27,2022,Juillet,7,Q3,2022-07,Mercredi,Non,Non,Alimentation,Viande,"Viande 33",6469.12,3,21%,1358.515,5110.605,766.591,1277.651,Espèces,"Magasin physique",1254,6,30324,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,3,,Fête_des_mères,,511
CLT04008,"Rawdha Rezgui",F,42,35-45,Kebili,Sud,2020-01-26,1406,3.9,Occasionnel,TRX00002666,2023-12-02,2023,Décembre,12,Q4,2023-12,Samedi,Oui,Non,Vêtements,Accessoires,"Accessoires 55",3124.74,5,0%,0,3124.74,468.711,781.185,Flouci,"Site web",761,1,2741,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,7,"Livraison rapide",Nouvel_An,,312
CLT04793,"Chokri Sassi",M,70,65+,"Ben Arous","Grand Tunis",2021-06-16,228,0.6,Occasionnel,TRX00002667,2022-01-30,2022,Janvier,1,Q1,2022-01,Dimanche,Oui,Non,Beauté,Cheveux,"Cheveux 89",4152.42,5,0%,0,4152.42,622.863,1038.105,D17,"Magasin physique",1432,3,10557,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,8,,Nouvel_An,,415
CLT04619,"Rawdha Tlili",F,66,65+,Nabeul,Nord,2022-10-18,354,1,Régulier,TRX00002668,2023-10-07,2023,Octobre,10,Q4,2023-10,Samedi,Oui,Non,Sport,Football,"Football 98",9573.6,5,0%,0,9573.6,1436.04,2393.4,Flouci,"Magasin physique",817,7,55846,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,3,,Nouvel_An,,957
CLT02684,"Leila Chaari",F,29,25-35,Médenine,Sud,2020-02-29,984,2.7,Régulier,TRX00002669,2022-11-09,2022,Novembre,11,Q4,2022-11,Mercredi,Non,Non,Livres,Roman,"Roman 60",3367.56,3,0%,0,3367.56,505.134,841.89,Flouci,Téléphone,1149,8,32072,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,3,"Produit conforme",Soldes_été,,337
CLT04010,"Imen Amari",F,40,35-45,Zaghouan,Nord,2023-01-24,678,1.9,Régulier,TRX00002670,2024-12-02,2024,Décembre,12,Q4,2024-12,Lundi,Non,Non,Alimentation,Viande,"Viande 15",3353.33,3,0%,0,3353.33,503,838.333,D17,"Application mobile",395,5,23615,1,2,3,123,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,5,,Black_Friday,PROMO90,335
CLT01359,"Tarek Sassi",M,64,55-65,Gabès,Sud,2020-02-23,695,1.9,Régulier,TRX00002671,2022-01-18,2022,Janvier,1,Q1,2022-01,Mardi,Non,Non,Jouets,Puzzle,"Puzzle 79",8850.4,3,0%,0,8850.4,1327.56,2212.6,Virement,"Site web",1444,5,38480,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,3,,,PROMO52,885
CLT01994,"Yasmine Feki",F,63,55-65,Gafsa,Sud,2022-12-04,348,1,Occasionnel,TRX00002672,2023-11-17,2023,Novembre,11,Q4,2023-11,Vendredi,Non,Non,Sport,Football,"Football 97",3618.55,3,0%,0,3618.55,542.783,904.638,D17,"Application mobile",776,3,11427,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,3,"Attente longue",,,362
CLT02885,"Sirine Masmoudi",F,47,45-55,Nabeul,Nord,2021-12-14,531,1.5,Occasionnel,TRX00002673,2023-05-29,2023,Mai,5,Q2,2023-05,Lundi,Non,Non,Livres,Roman,"Roman 73",4297.74,5,0%,0,4297.74,644.661,1074.435,D17,"Réseaux sociaux",948,2,10356,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",3,,Back_to_school,,430
CLT02601,"Khadija Tlili",F,45,45-55,Gabès,Sud,2022-01-18,1236,3.4,Occasionnel,TRX00002674,2025-06-07,2025,Juin,6,Q2,2025-06,Samedi,Oui,Non,Électronique,Casque,"Casque 31",3371.68,3,24%,809.203,2562.477,384.372,640.619,"Paiement à la livraison","Site web",208,4,12968,3,1,2,312,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée",Satisfait,2,"Produit conforme",Nouvel_An,,256
CLT03464,"Iheb Rezgui",M,40,35-45,Gafsa,Sud,2021-03-04,627,1.7,Occasionnel,TRX00002675,2022-11-21,2022,Novembre,11,Q4,2022-11,Lundi,Non,Non,Électronique,Smartphone,"Smartphone 90",3878.62,1,0%,0,3878.62,581.793,969.655,"Carte Bancaire","Magasin physique",1137,2,8716,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",3,,Ramadan,,388
CLT01267,"Sana Amari",F,33,25-35,Kebili,Sud,2022-09-03,626,1.7,Occasionnel,TRX00002676,2024-05-21,2024,Mai,5,Q2,2024-05,Mardi,Non,Non,Sport,Football,"Football 93",1397.42,2,0%,0,1397.42,209.613,349.355,D17,"Site web",590,2,2612,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",10,"Attente longue",Soldes_été,,140
CLT03525,"Bilel Ben Salem",M,73,65+,Tataouine,Sud,2023-04-01,126,0.3,Régulier,TRX00002677,2023-08-05,2023,Août,8,Q3,2023-08,Samedi,Oui,Non,Livres,Professionnel,"Professionnel 71",13517.48,4,0%,0,13517.48,2027.622,3379.37,Virement,"Magasin physique",880,7,81571,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,0,"Livraison rapide",Nouvel_An,,1352
CLT01331,"Slim Feki",M,63,55-65,"Le Kef",Nord,2023-08-12,402,1.1,Fidèle,TRX00002678,2024-09-17,2024,Septembre,9,Q3,2024-09,Mardi,Non,Non,Livres,Roman,"Roman 35",21929.26,1,0%,0,21929.26,3289.389,5482.315,D17,"Site web",471,11,256619,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",7,,Fête_des_mères,PROMO44,2193
CLT04444,"Sawsen Rezgui",F,47,45-55,Tozeur,Sud,2023-11-29,451,1.2,Régulier,TRX00002679,2025-02-22,2025,Février,2,Q1,2025-02,Samedi,Oui,Non,Jouets,"Plein air","Plein air 3",4906.57,5,0%,0,4906.57,735.986,1226.643,"Paiement à la livraison","Application mobile",313,5,27565,2,2,3,223,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",9,"Prix élevé",Back_to_school,,491
CLT04815,"Yosra Saidi",F,39,35-45,Kairouan,Centre,2022-05-17,866,2.4,Régulier,TRX00002680,2024-09-29,2024,Septembre,9,Q3,2024-09,Dimanche,Oui,Non,Vêtements,Enfant,"Enfant 13",10861.35,4,0%,0,10861.35,1629.203,2715.338,D17,"Réseaux sociaux",459,7,73815,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",3,,Ramadan,,1086
CLT03222,"Sami Hammami",M,27,25-35,Jendouba,Nord,2022-04-18,1041,2.9,Occasionnel,TRX00002681,2025-02-22,2025,Février,2,Q1,2025-02,Samedi,Oui,Non,Alimentation,Légumes,"Légumes 9",2745.36,1,22%,603.979,2141.381,321.207,535.345,"Paiement à la livraison","Réseaux sociaux",313,4,8856,2,1,2,212,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,4,,Nouvel_An,,214
CLT03283,"Yosra Ben Amor",F,62,55-65,Kairouan,Centre,2021-11-14,1235,3.4,Occasionnel,TRX00002682,2025-04-02,2025,Avril,4,Q2,2025-04,Mercredi,Non,Non,Sport,Vélos,"Vélos 13",1379.23,2,0%,0,1379.23,206.885,344.808,"Paiement à la livraison","Application mobile",274,2,2578,2,1,1,211,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,7,"Attente longue",Nouvel_An,PROMO63,138
CLT04895,"Faten Chaabane",F,54,45-55,Manouba,"Grand Tunis",2021-09-29,1506,4.1,Régulier,TRX00002683,2025-11-13,2025,Novembre,11,Q4,2025-11,Jeudi,Non,Non,Jouets,Éducatif,"Éducatif 91",5420.38,3,0%,0,5420.38,813.057,1355.095,Flouci,"Réseaux sociaux",49,8,44248,5,2,4,524,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",5,"Prix élevé",Black_Friday,,542
CLT03703,"Aicha Dahmani",F,65,65+,Bizerte,Nord,2020-02-24,989,2.7,Occasionnel,TRX00002684,2022-11-09,2022,Novembre,11,Q4,2022-11,Mercredi,Non,Non,Livres,Roman,"Roman 30",3792.36,5,0%,0,3792.36,568.854,948.09,"Paiement à la livraison","Site web",1149,2,9724,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",7,,Ramadan,,379
CLT01111,"Chokri Gharbi",M,29,25-35,"Sidi Bouzid",Centre,2023-08-01,416,1.1,Fidèle,TRX00002685,2024-09-20,2024,Septembre,9,Q3,2024-09,Vendredi,Non,Non,Maison,Décoration,"Décoration 25",13303.8,4,0%,0,13303.8,1995.57,3325.95,Flouci,Téléphone,468,12,168048,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",0,,Black_Friday,,1330
CLT02874,"Nadia Bouaziz",F,25,25-35,Kairouan,Centre,2023-02-19,656,1.8,Régulier,TRX00002686,2024-12-06,2024,Décembre,12,Q4,2024-12,Vendredi,Non,Non,Alimentation,Épicerie,"Épicerie 76",5880.6,5,6%,352.836,5527.764,829.165,1381.941,Virement,"Magasin physique",391,6,39204,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,8,"Livraison rapide",Soldes_été,PROMO80,553
CLT02183,"Imen Mansouri",F,74,65+,Nabeul,Nord,2021-02-20,807,2.2,Régulier,TRX00002687,2023-05-08,2023,Mai,5,Q2,2023-05,Lundi,Non,Non,Beauté,Maquillage,"Maquillage 15",7800.48,1,0%,0,7800.48,1170.072,1950.12,"Paiement à la livraison","Magasin physique",969,6,65004,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",8,"Livraison rapide",Back_to_school,,780
CLT04223,"Sirine Guesmi",F,43,35-45,"Ben Arous","Grand Tunis",2022-04-11,468,1.3,Régulier,TRX00002688,2023-07-23,2023,Juillet,7,Q3,2023-07,Dimanche,Oui,Non,Alimentation,Légumes,"Légumes 58",11250.4,4,0%,0,11250.4,1687.56,2812.6,Virement,"Site web",893,4,45920,1,1,4,114,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",5,,Black_Friday,,1125
CLT02172,"Aymen Gharbi",M,49,45-55,Bizerte,Nord,2020-03-04,702,1.9,Régulier,TRX00002689,2022-02-04,2022,Février,2,Q1,2022-02,Vendredi,Non,Non,Électronique,Tablette,"Tablette 38",4807.32,1,0%,0,4807.32,721.098,1201.83,"Carte Bancaire","Réseaux sociaux",1427,9,36666,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,0,"Excellent service",Soldes_été,PROMO14,481
CLT03405,"Marwa Gharbi",F,23,18-25,Jendouba,Nord,2020-07-06,1040,2.8,Régulier,TRX00002690,2023-05-12,2023,Mai,5,Q2,2023-05,Vendredi,Non,Non,Maison,Cuisine,"Cuisine 2",4560.6,2,17%,775.302,3785.298,567.795,946.325,Virement,Téléphone,965,7,29022,1,2,3,123,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,4,"Attente longue",Soldes_été,,379
CLT04542,"Zied Tlili",M,68,65+,Zaghouan,Nord,2021-07-04,521,1.4,Régulier,TRX00002691,2022-12-07,2022,Décembre,12,Q4,2022-12,Mercredi,Non,Non,Livres,Enfant,"Enfant 35",5253.36,5,0%,0,5253.36,788.004,1313.34,Virement,"Application mobile",1121,9,56286,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",9,"Prix élevé",Fête_des_mères,,525
CLT03009,"Chokri Rezgui",M,20,18-25,"Le Kef",Nord,2023-10-27,28,0.1,Régulier,TRX00002692,2023-11-24,2023,Novembre,11,Q4,2023-11,Vendredi,Non,Non,Livres,Religion,"Religion 30",7907.13,3,12%,948.856,6958.274,1043.741,1739.569,Virement,"Réseaux sociaux",769,5,39935,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",1,,Black_Friday,,696
CLT04461,"Sana Tlili",F,73,65+,Siliana,Nord,2021-10-10,1439,3.9,Occasionnel,TRX00002693,2025-09-18,2025,Septembre,9,Q3,2025-09,Jeudi,Non,Non,Électronique,Smartphone,"Smartphone 8",6466.84,5,20%,1293.368,5173.472,776.021,1293.368,Espèces,Téléphone,105,1,5092,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Neutre,10,,Fête_des_mères,,517
CLT01993,"Aicha Gueddana",F,31,25-35,Kebili,Sud,2021-03-05,1088,3,Fidèle,TRX00002694,2024-02-26,2024,Février,2,Q1,2024-02,Lundi,Non,Non,Maison,Cuisine,"Cuisine 95",14631.4,2,0%,0,14631.4,2194.71,3657.85,D17,"Magasin physique",675,17,253810,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",7,,Fête_des_mères,,1463
CLT01165,"Yasmine Kchaou",F,68,65+,Siliana,Nord,2020-12-22,1499,4.1,VIP,TRX00002695,2025-01-29,2025,Janvier,1,Q1,2025-01,Mercredi,Non,Non,Livres,Enfant,"Enfant 97",18465.92,5,0%,0,18465.92,2769.888,4616.48,"Carte Bancaire","Application mobile",337,37,776408,2,5,5,255,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,9,,Fête_des_mères,PROMO11,1847
CLT02964,"Sana Amari",F,67,65+,"Le Kef",Nord,2021-06-06,391,1.1,Fidèle,TRX00002696,2022-07-02,2022,Juillet,7,Q3,2022-07,Samedi,Oui,Non,Sport,Tennis,"Tennis 78",14403.84,3,0%,0,14403.84,2160.576,3600.96,Flouci,"Site web",1279,13,195052,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",5,"Livraison rapide",Black_Friday,,1440
CLT03289,"Faten Baccar",F,50,45-55,Sousse,Centre,2020-12-29,1423,3.9,VIP,TRX00002697,2024-11-21,2024,Novembre,11,Q4,2024-11,Jeudi,Non,Non,Alimentation,Fruits,"Fruits 62",41536.16,3,0%,0,41536.16,6230.424,10384.04,Espèces,Téléphone,406,27,1218996,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,10,,Nouvel_An,,4154
CLT01785,"Yasmine Dhraief",F,53,45-55,"Le Kef",Nord,2021-10-26,1122,3.1,Occasionnel,TRX00002698,2024-11-21,2024,Novembre,11,Q4,2024-11,Jeudi,Non,Non,Maison,Literie,"Literie 63",1852.4,1,0%,0,1852.4,277.86,463.1,Flouci,Téléphone,406,4,6736,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",6,"Prix élevé",,PROMO78,185
CLT03831,"Dorra Nciri",F,46,45-55,Siliana,Nord,2021-03-04,1152,3.2,Occasionnel,TRX00002699,2024-04-29,2024,Avril,4,Q2,2024-04,Lundi,Non,Non,Beauté,Maquillage,"Maquillage 24",2682.56,4,0%,0,2682.56,402.384,670.64,D17,"Application mobile",612,3,9696,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,1,"Excellent service",Ramadan,,268
CLT00490,"Nabil Ben Amor",M,19,18-25,Gafsa,Sud,2021-08-12,665,1.8,Occasionnel,TRX00002700,2023-06-08,2023,Juin,6,Q2,2023-06,Jeudi,Non,Non,Sport,Tennis,"Tennis 88",3262.16,4,0%,0,3262.16,489.324,815.54,Flouci,Téléphone,938,4,10784,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",1,"Excellent service",Nouvel_An,,326
CLT02974,"Ahmed Ben Salem",M,48,45-55,Kairouan,Centre,2021-08-04,1115,3.1,Occasionnel,TRX00002701,2024-08-23,2024,Août,8,Q3,2024-08,Vendredi,Non,Non,Beauté,Soin,"Soin 31",5000.32,1,0%,0,5000.32,750.048,1250.08,Virement,"Réseaux sociaux",496,3,14424,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",0,"Excellent service",Back_to_school,,500
CLT00538,"Jamel Masmoudi",M,47,45-55,Médenine,Sud,2021-02-07,1430,3.9,Occasionnel,TRX00002702,2025-01-07,2025,Janvier,1,Q1,2025-01,Mardi,Non,Non,Beauté,Cheveux,"Cheveux 24",4247.87,4,0%,0,4247.87,637.181,1061.968,"Carte Bancaire","Application mobile",359,4,23276,2,1,3,213,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,8,,,,425
CLT00668,"Sirine Gharbi",F,43,35-45,Kasserine,Centre,2022-05-18,1059,2.9,Occasionnel,TRX00002703,2025-04-11,2025,Avril,4,Q2,2025-04,Vendredi,Non,Non,Électronique,Tablette,"Tablette 82",2353.45,3,14%,329.483,2023.967,303.595,505.992,"Carte Bancaire","Réseaux sociaux",265,4,7780,3,1,2,312,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée","Très satisfait",8,,Fête_des_mères,,202
CLT01672,"Nader Mejri",M,65,65+,Tataouine,Sud,2022-12-06,678,1.9,Occasionnel,TRX00002704,2024-10-14,2024,Octobre,10,Q4,2024-10,Lundi,Non,Non,Maison,Literie,"Literie 87",4481.3,3,0%,0,4481.3,672.195,1120.325,Flouci,"Application mobile",444,3,16395,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,6,"Attente longue",Back_to_school,,448
